study,fold,method,auc,average_precision,mcc,accuracy,balanced_accuracy,f1_weighted,brier,sensitivity,specificity,ppv,npv,calibration_intercept,calibration_slope,n_features,avg_leakage_risk,avg_clinical_utility,designated_traps_selected,designated_trap_fraction,prediction_unavailable_selected
brfss,1,All Features,1.0,1.0,1.0,1.0,1.0,1.0,8.749928896548426e-10,1.0,1.0,1.0,1.0,-0.0595423108832429,1.1090469257114526,18,0.26231165858468775,0.6916666666666667,4,1.0,0
brfss,1,Mutual Information,1.0,1.0,1.0,1.0,1.0,1.0,4.185755026541689e-10,1.0,1.0,1.0,1.0,-0.0607224106719676,1.0291342725372377,8,0.47244654724152485,0.7291666666666667,4,1.0,0
brfss,1,LightGBM Gain,0.9970701802841004,0.9928707796495352,0.9893943444433072,0.997375,0.9913136254689656,0.9973659923866808,0.0025526930175674,0.982773471145564,0.9998537797923672,0.999124343257443,0.9970836978710994,-0.4451994541033336,0.750047825860866,8,0.29677332069958323,0.6854166666666667,2,0.5,0
brfss,1,Permutation Importance,1.0,1.0,1.0,1.0,1.0,1.0,4.465909534359015e-10,1.0,1.0,1.0,1.0,-0.0608820275018168,1.0297021638089818,8,0.459132910156408,0.6645833333333333,4,1.0,0
brfss,1,SHAP Ranking,1.0,1.0,1.0,1.0,1.0,1.0,4.3180369936496366e-10,1.0,1.0,1.0,1.0,-0.0607117850298988,1.0291728553683548,8,0.40351224024731647,0.6791666666666667,3,0.75,0
brfss,1,Availability Gate + SHAP,1.0,1.0,1.0,1.0,1.0,1.0,4.3180369936496366e-10,1.0,1.0,1.0,1.0,-0.0607117850298988,1.0291728553683548,8,0.40351224024731647,0.6791666666666667,3,0.75,0
brfss,1,Semantic Veto + SHAP,0.8062019282175907,0.3882090273616792,0.1825649978185754,0.85725,0.5403623817848664,0.8114527623754421,0.1042954515655553,0.0938845822566752,0.9868401813130576,0.5477386934673367,0.8651454941674145,-0.0525059929104418,0.970624779892158,8,0.1071373220876679,0.6937500000000001,0,0.0,0
brfss,1,PSEUL-Select,0.7961777206498827,0.3904098606996151,0.2225714659121315,0.861125,0.5512100698242424,0.8179591581486592,0.1050960599589864,0.1145564168819982,0.9878637227664864,0.6157407407407407,0.867934224049332,-0.054724113690396,0.9653617040333308,8,0.11325015112969816,0.7583333333333333,0,0.0,0
brfss,1,PSEUL-Audit,1.0,1.0,1.0,1.0,1.0,1.0,1.6149929154230746e-09,1.0,1.0,1.0,1.0,-0.0590664460574498,1.1100560499738763,8,0.46458174881677494,0.7458333333333333,4,1.0,0
brfss,1,PSEUL-Auto (leakage metadata null),1.0,1.0,1.0,1.0,1.0,1.0,1.9844465982262512e-09,1.0,1.0,1.0,1.0,-0.0587536986540397,1.1119676862219754,8,0.36970198010369437,0.7583333333333333,3,0.75,0
brfss,1,Oracle Trap Exclusion + SHAP,0.8085581390311105,0.4050597777342237,0.2282325887990565,0.860875,0.5557120401446887,0.8198443034895927,0.1033364357673225,0.1257536606373815,0.985670419651996,0.5983606557377049,0.8691335740072202,-0.0434169398321048,0.975602436304308,8,0.10739789586670506,0.7020833333333334,0,0.0,0
brfss,2,All Features,1.0,1.0,1.0,1.0,1.0,1.0,5.590641109078379e-10,1.0,1.0,1.0,1.0,-0.0608977901610266,1.0305451715163425,18,0.2625013607886278,0.6916666666666667,4,1.0,0
brfss,2,Mutual Information,1.0,1.0,1.0,1.0,1.0,1.0,1.4204475559980972e-09,1.0,1.0,1.0,1.0,-0.0594123171319722,1.1097087090079596,8,0.47128876897111793,0.6916666666666667,4,1.0,0
brfss,2,LightGBM Gain,0.9979944783924696,0.9941812394575208,0.9893943444433072,0.997375,0.9913136254689656,0.9973659923866808,0.0024086346828815,0.982773471145564,0.9998537797923672,0.999124343257443,0.9970836978710994,-0.0609155058404162,0.8376748471577519,8,0.285953748806252,0.7125,2,0.5,0
brfss,2,Permutation Importance,1.0,1.0,1.0,1.0,1.0,1.0,1.6178666917767456e-09,1.0,1.0,1.0,1.0,-0.0599512932342986,1.1108173979970886,8,0.4581754238302218,0.6499999999999999,4,1.0,0
brfss,2,SHAP Ranking,1.0,1.0,1.0,1.0,1.0,1.0,1.176808145557945e-09,1.0,1.0,1.0,1.0,-0.0608912966065357,1.031672475621782,8,0.40349009267545227,0.6791666666666667,3,0.75,0
brfss,2,Availability Gate + SHAP,1.0,1.0,1.0,1.0,1.0,1.0,1.176808145557945e-09,1.0,1.0,1.0,1.0,-0.0608912966065357,1.031672475621782,8,0.40349009267545227,0.6791666666666667,3,0.75,0
brfss,2,Semantic Veto + SHAP,0.8018332059416537,0.3910878436892236,0.1863359712500827,0.857625,0.5412968183314045,0.8120328306207905,0.1046770550183719,0.0956072351421188,0.9869864015206902,0.555,0.8653846153846154,-0.0244864381844669,0.96654349626737,8,0.10347071305478196,0.6666666666666667,0,0.0,0
brfss,2,PSEUL-Select,0.7980177527200927,0.3875247892403753,0.2171656767992536,0.860375,0.5504138560837997,0.8172991509937744,0.1051635921473258,0.1136950904392764,0.9871326217283228,0.6,0.8677377892030849,-0.0416101432492211,0.9656658519273504,8,0.11330778972457024,0.7583333333333333,0,0.0,0
brfss,2,PSEUL-Audit,1.0,1.0,1.0,1.0,1.0,1.0,1.3843036478343243e-09,1.0,1.0,1.0,1.0,-0.0593878741932004,1.1096441641375263,8,0.46445445463078316,0.7458333333333333,4,1.0,0
brfss,2,PSEUL-Auto (leakage metadata null),1.0,1.0,1.0,1.0,1.0,1.0,2.762167932700103e-09,1.0,1.0,1.0,1.0,-0.0591219080491396,1.1136268887347356,8,0.3695944358839772,0.7583333333333333,3,0.75,0
brfss,2,Oracle Trap Exclusion + SHAP,0.8059646509814322,0.3938979156810009,0.2136942596125907,0.859625,0.5506903016959906,0.8171212172543253,0.104177207031399,0.11541774332472,0.9859628600672612,0.5826086956521739,0.8678249678249679,-0.0460904643466507,0.9520235992999668,8,0.10762109132430486,0.7020833333333334,0,0.0,0
brfss,3,All Features,1.0,1.0,1.0,1.0,1.0,1.0,5.10292485356514e-10,1.0,1.0,1.0,1.0,-0.060918987846502,1.0303849599041652,18,0.2627790291853235,0.6916666666666667,4,1.0,0
brfss,3,Mutual Information,1.0,1.0,1.0,1.0,1.0,1.0,8.951641293285898e-10,1.0,1.0,1.0,1.0,-0.0609047027748023,1.0309801870254605,8,0.4834588888157283,0.7020833333333334,4,1.0,0
brfss,3,LightGBM Gain,0.9977433865323828,0.9933545911530036,0.9899101921090137,0.9975,0.991394148020654,0.9974909746560228,0.0026016060601829,0.982788296041308,1.0,1.0,0.9970836978710994,-0.5545318042569591,0.83080744851603,8,0.17737608481890768,0.6729166666666667,1,0.25,0
brfss,3,Permutation Importance,1.0,1.0,1.0,1.0,1.0,1.0,1.114830517517277e-09,1.0,1.0,1.0,1.0,-0.0600973666029032,1.1092004808164355,8,0.4592929359689353,0.6645833333333333,4,1.0,0
brfss,3,SHAP Ranking,1.0,1.0,1.0,1.0,1.0,1.0,9.332866123922824e-10,1.0,1.0,1.0,1.0,-0.0608923881805056,1.031026826665487,8,0.40397886511545944,0.6791666666666667,3,0.75,0
brfss,3,Availability Gate + SHAP,1.0,1.0,1.0,1.0,1.0,1.0,9.332866123922824e-10,1.0,1.0,1.0,1.0,-0.0608923881805056,1.031026826665487,8,0.40397886511545944,0.6791666666666667,3,0.75,0
brfss,3,Semantic Veto + SHAP,0.7950183091451588,0.3851091193483225,0.1780864449112297,0.8555,0.5418706539692384,0.8114062118617125,0.105567185754409,0.099827882960413,0.9839134249780638,0.5132743362831859,0.8654489323385645,-0.1599995359206458,0.8902906174694715,8,0.10736360653803023,0.6937500000000001,0,0.0,0
brfss,3,PSEUL-Select,0.7848576019701586,0.3758104607085869,0.2001591804574534,0.858,0.547261959717867,0.8148310322583822,0.1068574513178098,0.1092943201376936,0.9852295992980404,0.5570175438596491,0.866829644879053,-0.1630090922511973,0.8865867968988163,8,0.11386611481824349,0.7583333333333333,0,0.0,0
brfss,3,PSEUL-Audit,1.0,1.0,1.0,1.0,1.0,1.0,7.296478963830215e-10,1.0,1.0,1.0,1.0,-0.0608972475509955,1.0306079889228903,8,0.46460597231288736,0.7458333333333333,4,1.0,0
brfss,3,PSEUL-Auto (leakage metadata null),1.0000000000000002,1.0,1.0,1.0,1.0,1.0,1.6384850968178307e-09,1.0,1.0,1.0,1.0,-0.0597297145976352,1.1108478037879634,8,0.36969559431049703,0.7583333333333333,3,0.75,0
brfss,3,Oracle Trap Exclusion + SHAP,0.7939167147845969,0.3884303257382616,0.2149839930697989,0.859125,0.5525632803222248,0.8176441487143874,0.1056084436401224,0.1204819277108433,0.9846446329336064,0.5714285714285714,0.868214055448098,-0.1682360429399389,0.8790660886255491,8,0.10816921755786954,0.7020833333333334,0,0.0,0
brfss,4,All Features,1.0,1.0,1.0,1.0,1.0,1.0,3.7086050809998174e-10,1.0,1.0,1.0,1.0,-0.0609118551939027,1.0301647348756002,18,0.2622501992233176,0.6916666666666667,4,1.0,0
brfss,4,Mutual Information,1.0,1.0,1.0,1.0,1.0,1.0,3.70322925893193e-10,1.0,1.0,1.0,1.0,-0.0607341968937075,1.0289666638840225,8,0.47129545182608634,0.6916666666666667,4,1.0,0
brfss,4,LightGBM Gain,0.9977978181056656,0.9938675243546156,0.989906345483572,0.9975,0.9921084916274802,0.997492795195717,0.0023492774010465,0.9845094664371772,0.999707516817783,0.9982547993019196,0.9973737963233148,-0.4744582964574179,0.7822546573011565,8,0.29637544928818715,0.6854166666666667,2,0.5,0
brfss,4,Permutation Importance,1.0,1.0,1.0,1.0,1.0,1.0,3.7345008366103437e-10,1.0,1.0,1.0,1.0,-0.0608293562277134,1.0292218033600222,8,0.47369098551433775,0.66875,4,1.0,0
brfss,4,SHAP Ranking,1.0,1.0,1.0,1.0,1.0,1.0,3.71006690386317e-10,1.0,1.0,1.0,1.0,-0.0606846987037011,1.0288281175813252,8,0.4031913004241514,0.6791666666666667,3,0.75,0
brfss,4,Availability Gate + SHAP,1.0,1.0,1.0,1.0,1.0,1.0,3.71006690386317e-10,1.0,1.0,1.0,1.0,-0.0606846987037011,1.0288281175813252,8,0.4031913004241514,0.6791666666666667,3,0.75,0
brfss,4,Semantic Veto + SHAP,0.7997176102563431,0.3865014336315334,0.1815844103746971,0.85625,0.5419522069391509,0.8117242362061103,0.1051485495990533,0.0989672977624784,0.9849371161158234,0.5275229357798165,0.8654587509637626,-0.0766813108515336,0.9217283892686003,8,0.10309130837176038,0.6666666666666667,0,0.0,0
brfss,4,PSEUL-Select,0.7922436832945788,0.386324975824407,0.2059455461441969,0.85775,0.551044607964302,0.8164138737403152,0.1056820185686586,0.1187607573149741,0.9833284586136296,0.5476190476190477,0.8678368611254518,-0.1031502082865933,0.9083349201041024,8,0.1131339133280424,0.7583333333333333,0,0.0,0
brfss,4,PSEUL-Audit,1.0,1.0,1.0,1.0,1.0,1.0,1.048330032142921e-09,1.0,1.0,1.0,1.0,-0.0608069807701058,1.031157736706012,8,0.4640387713159003,0.7458333333333333,4,1.0,0
brfss,4,PSEUL-Auto (leakage metadata null),1.0,1.0,1.0,1.0,1.0,1.0,1.1080236867853271e-09,1.0,1.0,1.0,1.0,-0.0594081167434102,1.1093407079325632,8,0.3692970339323901,0.7583333333333333,3,0.75,0
brfss,4,Oracle Trap Exclusion + SHAP,0.8035378886540185,0.398684472890744,0.2079766274004885,0.858,0.5515480213588235,0.8167365207108946,0.1043063564401754,0.1196213425129087,0.9834747002047384,0.5515873015873016,0.8679659266907589,-0.0832544881267611,0.9200493471974268,8,0.10738825667968932,0.7020833333333334,0,0.0,0
brfss,5,All Features,1.0,1.0,1.0,1.0,1.0,1.0,4.660058512455432e-10,1.0,1.0,1.0,1.0,-0.0603015564919895,1.1083646659033082,18,0.26255312438385237,0.6916666666666667,4,1.0,0
brfss,5,Mutual Information,1.0,1.0,1.0,1.0,1.0,1.0,4.0780133260628187e-10,1.0,1.0,1.0,1.0,-0.0609580969247433,1.0295905051551388,8,0.4711229428020305,0.6916666666666667,4,1.0,0
brfss,5,LightGBM Gain,0.9985726342465084,0.9963834848126536,0.9939513287587852,0.9985,0.9948364888123924,0.998496764776664,0.0015548955432042,0.9896729776247848,1.0,1.0,0.9982481751824818,-0.5657041111792603,0.8500589772319926,8,0.28204201757188785,0.6854166666666668,2,0.5,0
brfss,5,Permutation Importance,1.0,1.0000000000000002,1.0,1.0,1.0,1.0,4.660103916932771e-10,1.0,1.0,1.0,1.0,-0.0611157865770979,1.030189277598048,8,0.4738909699851249,0.66875,4,1.0,0
