study,fold,method,features,n_features,avg_leakage_risk,avg_clinical_utility,designated_traps_selected,designated_trap_fraction,prediction_unavailable_selected
diabetes130_discharge,1,All Features,"[""time_in_hospital"", ""num_lab_procedures"", ""num_procedures"", ""num_medications"", ""number_outpatient"", ""number_emergency"", ""number_inpatient"", ""number_diagnoses"", ""discharge_disposition_id"", ""admission_source_id"", ""admission_type_id"", ""age_ordinal"", ""gender_male"", ""a1c_ordinal"", ""max_glu_ordinal"", ""insulin_ordinal"", ""change_flag"", ""diabetesMed_flag""]",18,0.16527947532789883,0.6240740740740741,0,,0
diabetes130_discharge,1,Mutual Information,"[""discharge_disposition_id"", ""number_inpatient"", ""insulin_ordinal"", ""age_ordinal"", ""diabetesMed_flag""]",5,0.20062935108591445,0.6333333333333334,0,,0
diabetes130_discharge,1,LightGBM Gain,"[""num_lab_procedures"", ""num_medications"", ""time_in_hospital"", ""discharge_disposition_id"", ""age_ordinal""]",5,0.20064029404464456,0.6466666666666667,0,,0
diabetes130_discharge,1,Permutation Importance,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""num_medications"", ""age_ordinal""]",5,0.2353384870636468,0.6500000000000001,0,,0
diabetes130_discharge,1,SHAP Ranking,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""num_lab_procedures"", ""age_ordinal""]",5,0.22669996393419015,0.6166666666666668,0,,0
diabetes130_discharge,1,Availability Gate + SHAP,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""num_lab_procedures"", ""age_ordinal""]",5,0.22669996393419015,0.6166666666666668,0,,0
diabetes130_discharge,1,Semantic Veto + SHAP,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""num_lab_procedures"", ""age_ordinal""]",5,0.22669996393419015,0.6166666666666668,0,,0
diabetes130_discharge,1,PSEUL-Select,"[""discharge_disposition_id"", ""age_ordinal"", ""time_in_hospital"", ""number_inpatient"", ""a1c_ordinal""]",5,0.2137724154266824,0.66,0,,0
diabetes130_discharge,1,PSEUL-Audit,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""age_ordinal"", ""a1c_ordinal""]",5,0.2137724154266824,0.66,0,,0
diabetes130_discharge,1,PSEUL-Auto (leakage metadata null),"[""discharge_disposition_id"", ""time_in_hospital"", ""number_inpatient"", ""age_ordinal"", ""a1c_ordinal""]",5,0.2137724154266824,0.66,0,,0
diabetes130_discharge,1,Oracle Trap Exclusion + SHAP,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""num_lab_procedures"", ""age_ordinal""]",5,0.22669996393419015,0.6166666666666668,0,,0
diabetes130_discharge,2,All Features,"[""time_in_hospital"", ""num_lab_procedures"", ""num_procedures"", ""num_medications"", ""number_outpatient"", ""number_emergency"", ""number_inpatient"", ""number_diagnoses"", ""discharge_disposition_id"", ""admission_source_id"", ""admission_type_id"", ""age_ordinal"", ""gender_male"", ""a1c_ordinal"", ""max_glu_ordinal"", ""insulin_ordinal"", ""change_flag"", ""diabetesMed_flag""]",18,0.16555183040543817,0.6240740740740741,0,,0
diabetes130_discharge,2,Mutual Information,"[""discharge_disposition_id"", ""number_inpatient"", ""diabetesMed_flag"", ""num_medications"", ""gender_male""]",5,0.19841177069469734,0.6066666666666667,0,,0
diabetes130_discharge,2,LightGBM Gain,"[""num_lab_procedures"", ""num_medications"", ""time_in_hospital"", ""discharge_disposition_id"", ""number_diagnoses""]",5,0.21596585506265428,0.6266666666666667,0,,0
diabetes130_discharge,2,Permutation Importance,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""age_ordinal"", ""num_medications""]",5,0.2330027248984201,0.6500000000000001,0,,0
diabetes130_discharge,2,SHAP Ranking,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""age_ordinal"", ""num_lab_procedures""]",5,0.2272649000567363,0.6166666666666668,0,,0
diabetes130_discharge,2,Availability Gate + SHAP,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""age_ordinal"", ""num_lab_procedures""]",5,0.2272649000567363,0.6166666666666668,0,,0
diabetes130_discharge,2,Semantic Veto + SHAP,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""age_ordinal"", ""num_lab_procedures""]",5,0.2272649000567363,0.6166666666666668,0,,0
diabetes130_discharge,2,PSEUL-Select,"[""discharge_disposition_id"", ""a1c_ordinal"", ""age_ordinal"", ""num_medications"", ""number_inpatient""]",5,0.19953341420638737,0.6666666666666667,0,,0
diabetes130_discharge,2,PSEUL-Audit,"[""discharge_disposition_id"", ""number_inpatient"", ""a1c_ordinal"", ""age_ordinal"", ""num_medications""]",5,0.19953341420638737,0.6666666666666667,0,,0
diabetes130_discharge,2,PSEUL-Auto (leakage metadata null),"[""discharge_disposition_id"", ""a1c_ordinal"", ""number_inpatient"", ""age_ordinal"", ""num_medications""]",5,0.19953341420638737,0.6666666666666667,0,,0
diabetes130_discharge,2,Oracle Trap Exclusion + SHAP,"[""discharge_disposition_id"", ""number_inpatient"", ""time_in_hospital"", ""age_ordinal"", ""num_lab_procedures""]",5,0.2272649000567363,0.6166666666666668,0,,0
