study,fold,feature,raw_predictive_drop,predictive_utility,raw_shap_mean_abs,raw_shap_cv,shap_stability,evidence_relevance,clinical_utility,label_derived_risk,definitional_overlap,target_proxy_strength,semantic_risk_max,available_at_prediction,interpretation,leakage_risk,theta_l_mean,audit_score,pre_score,uncertainty_width,pseul_category,semantic_veto,admissible_for_selection,select_score,selection_order,selected,rejection_reason
diabetes130_discharge,1,number_outpatient,0.0004734699954429397,0.00662129194703707,0.019256076510657246,0.03734952326580666,0.9626504767341933,0.55,0.5833333333333334,0.1,0.15,0.45,0.45,True,Prior-year outpatient visits; utilization proxy.,0.1890783119909714,0.5,0.47784981626428313,0.4573002833324438,0.00270999015199842,Domain-Supportive Feature,False,True,0.4523676036209742,,False,not-in-final-subset
diabetes130_discharge,1,num_medications,0.004103741263702572,0.07249507531631942,0.10212244237661944,0.3210927268619092,0.6789072731380907,0.7,0.7333333333333334,0.05,0.1,0.3,0.3,True,Treatment burden; clinically meaningful.,0.20719932913060993,0.5,0.5158633105558473,0.4893527501282487,0.004634550108392872,Clinically Actionable Feature,False,True,0.4423298319422629,,False,not-in-final-subset
diabetes130_discharge,1,num_procedures,0.0016886476682182793,0.028671531407507722,0.04606866793690013,0.13113867804384982,0.8688613219561502,0.55,0.5833333333333334,0.05,0.05,0.25,0.25,True,Care-intensity proxy.,0.09224905663958442,0.5,0.4657070571468157,0.4579338544227663,0.0004817947637426321,Domain-Supportive Feature,False,True,0.4388079292471095,,False,not-in-final-subset
diabetes130_discharge,1,change_flag,0.0003458305647886369,0.004305186184414281,0.014640073293151168,0.23250732806491625,0.7674926719350837,0.6,0.6166666666666667,0.05,0.1,0.25,0.25,True,Medication change; actionable.,0.13226109767922514,0.5,0.4589567569090077,0.4476277306123615,0.0005073504995953969,Domain-Supportive Feature,False,True,0.4355338028294786,,False,not-in-final-subset
diabetes130_discharge,1,admission_type_id,0.0023224345701211863,0.04017203315878754,0.0359242839276708,0.21203259791468496,0.787967402085315,0.525,0.55,0.0,0.0,0.1,0.1,True,Admission type is available at the admission landmark.,0.03345078637691313,0.5,0.4383950903646993,0.43429632426784753,0.00032517192552662346,Domain-Supportive Feature,False,True,0.42378008101727144,,False,not-in-final-subset
diabetes130_discharge,1,gender_male,0.0005344556962459945,0.007727919674405291,0.021170163514118573,0.2834621335334581,0.7165378664665418,0.525,0.5499999999999999,0.0,0.0,0.05,0.05,True,Demographic stratifier.,0.02479779079922224,0.5,0.4143759491956299,0.41082031372662087,0.00027753706706619435,Domain-Supportive Feature,False,True,0.4053935503598957,,False,not-in-final-subset
diabetes130_discharge,1,number_emergency,0.00520810451300721,0.09253451040805748,0.030817960762079977,0.3308897367008449,0.669110263299155,0.6,0.6,0.1,0.2,0.55,0.55,True,Prior-year ED visits; utilization proxy.,0.31630065997242585,0.5,0.4615824057822483,0.39717042412813486,0.013997922124579905,Domain-Supportive Feature,False,True,0.3825618277794805,,False,not-in-final-subset
diabetes130_discharge,1,admission_source_id,0.00140077030789314,0.02344779756789571,0.03158390149118493,0.23354602417306888,0.7664539758269311,0.45,0.5,0.1,0.15,0.35,0.35,True,Admission source; administrative context.,0.15629596207995922,0.5,0.39782513443575496,0.3854195867359535,0.0005775159665296749,Low-Value Feature,False,True,0.3818131311474029,,False,not-in-final-subset
diabetes130_discharge,2,discharge_disposition_id,0.05608113179290968,0.9999821345520707,0.25058858537731094,0.04545932344057427,0.9545406765594258,0.65,0.5166666666666666,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Discharge disposition: encodes death/hospice; partly determines readmission.,0.2523101147570231,0.5,0.782569442344173,0.72093023894696,0.013078590020219395,Domain-Supportive Feature,False,True,0.72093023894696,1.0,True,
diabetes130_discharge,2,a1c_ordinal,0.00338997074860831,0.058630940585819386,0.046332109834347324,0.12346183871339858,0.8765381612866014,0.85,0.7833333333333333,0.05,0.05,0.15,0.15,True,HbA1c: actionable glycemic control marker.,0.0911420771972723,0.5,0.6012302477663994,0.5913177804143406,6.916251418729928e-05,Clinically Actionable Feature,False,True,0.5903008363837917,2.0,True,
diabetes130_discharge,2,age_ordinal,0.005564049979716601,0.09747183988314773,0.09436692786217633,0.14785978578166584,0.8521402142183342,0.85,0.7166666666666667,0.0,0.0,0.05,0.05,True,Age is a stable readmission risk factor.,0.11828993136648279,0.5,0.5913362614752778,0.5785607735528562,0.0013298397857097472,Clinically Actionable Feature,False,True,0.5644685453130904,3.0,True,
diabetes130_discharge,2,num_medications,0.0075056328867568745,0.13215908820910763,0.07711600345586947,0.07043199364771455,0.9295680063522854,0.7,0.7333333333333334,0.05,0.1,0.3,0.3,True,Treatment burden; clinically meaningful.,0.1984274737714279,0.5,0.5838946610665228,0.5563135214770919,0.004741109913569944,Clinically Actionable Feature,False,True,0.5453149114779117,4.0,True,
diabetes130_discharge,2,number_inpatient,0.02483568429037265,0.44176821917082837,0.12351135558136356,0.0840088520558879,0.9159911479441121,0.7250000000000001,0.5833333333333334,0.0,0.0,0.35,0.35,True,Available by discharge after death/hospice exclusions. Prior inpatient visits: strong operational proxy for readmission.,0.33749747393973095,0.5,0.6428120286734043,0.5370610992909151,1.3045720740662468e-07,Domain-Supportive Feature,False,True,0.5327128544581323,5.0,True,
diabetes130_discharge,2,diabetesMed_flag,0.005615414367054386,0.09838948767054638,0.08552740386933388,0.09638208743442422,0.9036179125655758,0.65,0.65,0.05,0.1,0.25,0.25,True,On diabetes medication; actionable.,0.17616489736997454,0.5,0.535240428814279,0.5149743783252317,0.0018566030320664522,Domain-Supportive Feature,False,True,0.4961435158060518,,False,not-in-final-subset
